A,B,C,D,LABEL
,28193088885504.0,,698545723.0,0
,2100000000.0,,73059.0,0
13.0,24771188.0,224771188.0,79016.0,0
,,,626496656.0,0
2.0,2180000000.0,2180000000.0,5973.0,0
,12705000000.0,,16053452.0,0
2.0,600000000.0,600000000.0,935921.0,0
,,,39849051.0,0
,99822292848.0,,301992506.0,0
7.0,631523000.0,731523000.0,19901688.0,0
,12859892345.0,,8092867.0,1
9.0,144200000.0,354161800.0,481230.0,0
,9584496209008.0,,,0
27.0,272043440.0,415863440.0,86730.0,0
2.0,650220000.0,650220000.0,1643352.0,0
,42511808794.0,,283673808.0,0
74.0,1751263669.0,13384179419.0,148130767.0,0
73.0,1360862871.0,2273343019.0,5253822.0,0
50.0,1909850322.0,3022535222.0,141228282.0,0
,,,5091322.0,0
55.0,6490096806.0,13930517906.0,171547377.0,0
,3321303161176.0,,561994938.0,0
,76779000000.0,,18157103.0,0
,660000000.0,,573357.0,0
,,,59998486.0,0
,4091505432.0,,10185840.0,0
,21600000000.0,,739558928.0,0
,,,104420798.0,0
,,,14092795.0,0
247.0,1573271117.0,1832322115.0,812749.0,0
,774395497728.0,,552761581.0,0
,,,150801504.0,0
,,,997602.0,0
,,,1816167.0,0
33.0,828000000.0,2414325000.0,156761.0,0
198.0,5325529849.0,13084348095.0,2448087258.96,0
1.0,264000.0,264000.0,1050055.0,0
,233682000000.0,,169429266.0,0
,1182192000000.0,,1900732.0,0
189.0,2172403551.0,4114263618.0,,0
,,,1018435.0,0
,1338000000000.0,,334112232.1,0
23.0,3616863705.0,6658851646.0,756944.0,0
,120416004450.0,,,0
,44850000000.0,,119217013.0,0
,5019000000.0,,1424549.0,0
,,,9799.0,0
,62000000.0,,3194907.0,0
,49998061900.0,,434086483.0,0
15.0,8685767166.0,18645767166.0,905493289.0,0
,,,133779043.0,0
188.0,16175449287.0,22385011006.0,,0
,488839728.0,,2211159.0,0
41.0,625000080.0,2316808472.0,7544.0,0
35.0,4487906838.0,4576457838.0,82585225.0,0
21.0,732119625.0,1236759625.0,18937505.0,0
,,,804361.0,0
3.0,14530700.0,25662134.0,15081806.0,0
,13418000000.0,,297151998.0,0
,,,27195800.0,0
82.0,11443204806.0,20938454512.0,6344771.0,0
40.0,4851452026.0,8090835722.0,,0
,,,830534527.0,0
,7203000000.0,,624367.0,0
,1770306876.0,,27187270.0,0
,24192471.0,,,0
,,,,0
,79425000000.0,,20726090.0,0
,,,1000000.0,0
,,,666804535.0,0
,,,,0
,,,48084.0,0
,,,193652222.0,0
,,,101827852.0,0
,15370000000.0,,178545394.0,0
,,,603369551.5,0
,1761150584.0,,124855535.0,0
,179025000000.0,,,0
,,,66880.0,0
,,,4996793.0,0
,,,585604993.0,0
,120000000000.0,,247573214.0,0
,,,,0
,,,166433.0,0
22.0,2513510028.0,9522280010.0,15009233.0,0
,,,3159983.0,0
48.0,2249600924.0,4090032020.0,,0
,14400000000.0,,1227509.0,0
42.0,42949401.0,2290683863.0,138242.0,0
,323611928926.0,,,0
,,,634441.0,0
,,,3249550873.0,0
84.0,3007128297.0,4426050980.0,70964369.0,0
56.0,4704480898.0,8460739450.0,3477.0,0
215.0,15334942338.0,37610691319.0,504374514.7,0
3.0,,546978312.0,,0
11.0,581000000.0,1225000000.0,707252.0,0
,,,4542102.0,0
,374700000000.0,,558514401.0,0
,7000000000.0,,33091.0,0
,,,7317218.0,0
,,,4343159.0,0
,5550000000.0,,1222489.0,0
,28096250620.0,,8785973.0,0
33.0,371495663.0,705583523.0,140959319.0,0
,,,63635907.0,0
16.0,2350000000.0,5701600000.0,2139296.0,0
,19911706919.0,,168680299.0,0
,,,1647287897.7,0
,,,27240.0,0
1.0,,180000000000.0,11480599.0,0
,,,21655853.0,0
,,,13612.0,0
,,,703273.0,0
,741000000.0,,204497.0,0
39.0,975425040.0,1333925040.0,125312909.0,0
5.0,50300000.0,169300000.0,652107.0,0
16.0,183190597.0,795552637.0,40798376.0,0
,,,26931259.0,0
,141600000000.0,,256190864.0,0
7.0,116247600.0,455763600.0,793553.0,0
,1754781390.0,,2227513.0,0
19.0,2737775200.0,4282833535.0,3328135.0,0
1.0,1450000.0,1450000.0,1398408.0,0
,,,6637425.0,0
,11548320000.0,,141304185.0,0
8.0,307777190.0,556777190.0,112755382.0,0
,5412515904.0,,213619.0,0
,,,717336.0,0
,16324600000.0,,106684.0,0
,684135000.0,,3507839.0,0
4.0,1100000000.0,5100000000.0,11490744.0,0
4.0,100000000.0,199000000.0,115890.0,0
13.0,,111602635.0,,0
,126779180165.0,,29056112.0,0
,,,96427834.0,0
,,,511119155.0,0
,,,1100.0,0
,3550000000.0,,93940790.0,0
,92116512.0,,3296071.0,0
,88332847018.0,,761259.0,0
,27893922640.0,,186526901.0,0
,235268944119.0,,65108.0,0
11.0,21437192.0,653597826.0,5205924.0,0
,126420175170.0,,,0
,,,84087.0,0
,6912105692.0,,5136125.0,0
6.0,174500000.0,174500000.0,,0
,,,352010.0,0
,,,21534743.0,0
,53386765720.0,,221823032.2,0
,,,1204557.0,0
,204050000000.0,,405714834.0,0
,,,30787634.0,0
8.0,18000000000.0,87000000000.0,1918000.0,0
,150400000000.0,,917141263.0,0
,214830000000.0,,8962324.0,0
3.0,100000000.0,160000000.0,121238649.0,0
16.0,181157651387.0,216157651387.0,394337987.0,0
,,,19218117.0,0
32.0,1356268000.0,2493168000.0,550638.0,0
200.0,2648832757.0,4964487222.0,2932920.0,0
,,,65142025.0,0
,,,5047002.0,0
,,,27626266.0,0
,62270062000.0,,71084705.0,0
12.0,2470668730.0,5600131740.0,1903378.0,0
,,,374683.0,0
,48400000000.0,,2174244.0,0
,,,8685357.0,0
,11124605580.0,,614620.0,0
,,,266963.0,0
,,,17848469.0,0
,,,3801414.0,0
,6790000000.0,,87304340.0,0
,,,77963311.0,0
86.0,32152123921.0,39851369119.0,3879880901.0,0
16.0,1228586500.0,3247460000.0,3931135469.0,0
,,,186347087.0,0
,,,2008039.0,0
,,,94158.0,0
26.0,838427517.0,1655006315.0,91157.0,0
,,,125820.0,0
,4330560000.0,,3850834.0,0
,,,2926418.0,0
,7497646080000.0,,67350120.0,0
62.0,7699287321.0,16740664870.0,12596473.0,0
,246304747.0,,268898.0,0
,,,1402182.0,0
,,,266895.0,0
5.0,500000000.0,39315331612.0,758666651.0,0
11.0,5322776577.0,5322776577.0,,0
,,,250469.0,0
6.0,11137740.0,65115793.0,65000.0,0
,,,46335676.0,0
8.0,13930302.0,263930302.0,13948.0,0
,43275265909785.0,,10717537494.2,0
23.0,1194104346.0,1375222380.0,27177072.0,0
,14015670000.0,,14571736.0,0
,4243200000.0,,76233.0,0
,,,200973592.0,0
49.0,8930638870.0,19664095298.0,,0
46.0,1275659702.0,2267742702.0,63279796.0,0
,,,360400400.0,0
,,,1129110.0,0
,5361447300.0,,41732944.0,0
,,,5799536.0,0
25.0,2252665946.0,4029665946.0,13304996.0,0
,,,34412.0,0
,508107800.0,,5133097.0,0
,31637000000.0,,275088088.0,0
34.0,5593225000.0,26643846749.0,1945734601.0,0
,26571920100.0,,28823685.0,0
31.0,571577000.0,831535000.0,10181687.0,0
,5904000000.0,,505389108.0,0
,5250000000.0,,2091981343.3,0
,,,1172987343.0,0
,,,8666966.0,0
,4818000000.0,,4130909.0,0
,,,262998.0,0
20.0,11443013650.0,15558013650.0,685822.0,0
,,,3622286.0,0
,,,260610138.0,0
,18970000.0,,1037468.0,0
52.0,,27209540014.0,168497353.0,0
,,,514280615.0,0
,,,69390604.0,0
,178897808219.0,,76153284.0,0
56.0,2892697873.0,7282541737.0,,0
,,,57780988.0,0
,150000000.0,,7390982.0,0
,164866000000.0,,512153126.0,0
,,,99859053.0,0
,,,,0
63.0,17777854596.0,24382917211.0,130928929.0,0
,,,39160599.0,0
28.0,1425506267.0,3355532794.0,1286487.0,0
21.0,7521000000.0,24545000000.0,238686880.0,0
,26846806434.0,,67627346.0,0
,,,155345968.0,0
26.0,2883664038.0,4315276301.0,196187.0,0
13.0,385120000000.0,385120000000.0,3463403.0,0
,,,,0
1318.0,166425629477.0,291025644547.0,,0
32.0,556519504.0,1114479294.0,1153515.0,0
,,,218973830.0,0
,,,2959218.0,0
,,,2339197873.0,0
,26082000000.0,,15183375.0,0
,,,,0
,46482000000.0,,10096332.0,0
,17022427400.0,,7859823.0,0
140.0,4420367768.0,6387364533.0,133998051.0,0
6.0,125000000.0,197000000.0,92450421.0,0
,418855407222.0,,8305921.6,0
72.0,9148385652.0,12222827925.0,,0
,36000000000.0,,15548390.0,0
1.0,3000000.0,3000000.0,19738.0,0
,348600000.0,,140107944.0,0
,848400000.0,,324150074.0,0
,,,27451314.0,0
,115309628460.0,,,0
,5047045914240.0,,,0
50.0,2367415282.0,4191797914.0,,0
,,,71041.0,0
,,,152740562.0,0
,16754232890.0,,,0
,14776229326600.0,,9972359.1,0
,17600000.0,,239526519.0,0
1.0,10000000.0,10000000.0,1556000.0,0
,,,14371695.0,0
,,,7757.0,0
,688901039051148.0,,1962028493.9,0
19.0,1042307725.0,1955250925.0,7012247.0,0
26.0,518753196.0,531201830.0,,0
,54983500000.0,,11327877.2,0
78.0,9168085954.0,17286140559.0,588823168.0,0
1.0,160000.0,160000.0,187857461.0,0
,1383411803640.0,,712973070.0,0
12.0,1434045685.0,1778407329.0,932717.0,0
,834049216665.0,,7008739.0,0
,2030264129925.0,,794002027.0,0
53.0,30876195000.0,79991589430.0,4450285006.0,0
15.0,17503935921.0,19183935921.0,1687701.0,0
5.0,250000000.0,250000000.0,7894723.0,0
52.0,199358000.0,409963492.0,30449.0,0
18.0,516477571.0,569492643.0,,0
2.0,910000000.0,910000000.0,,0
,,,32615405771.0,0
,,,,0
30.0,487075058.0,833351318.0,41942226.0,0
,,,1782699.0,0
,,,4020643.0,0
56.0,242425745.0,3675594601.0,40506.0,0
11.0,1545164619.0,1553164619.0,1369292.0,0
,1320000000.0,,63261055.0,0
62.0,1809795924.0,3283698843.0,0.0,0
5.0,44653252.0,47426093.0,,0
25.0,73169662034.0,79552600096.0,21678841.0,0
,,,6266.0,0
,10098000000.0,,114795503.0,0
89.0,3219939783.0,5387558364.0,124430026.3,0
,1200000000.0,,4591317.0,0
,,,73052813.0,0
,,,1348101.0,0
,92394000000.0,,,0
,,,,0
,,,900088.0,0
,160000.0,,12024942.0,0
5.0,419840000.0,817078592.0,885230651.6,0
17.0,1184448684.0,1248162684.0,140613451.0,0
,,,39309881.0,0
59.0,5680000000.0,11743194957.0,843621.0,0
2.0,6659000.0,6659000.0,143500.0,0
,,,50022684.0,0
13.0,285000000.0,550200000.0,2482442.0,0
,,,38620.0,0
,,,1180923061.0,0
,21948066.0,,93903.0,0
223.0,3358434591.0,5508478271.0,,1
12.0,324000000.0,549000000.0,1788325.0,0
2.0,72500000.0,72500000.0,295751.0,0
21.0,261687189.0,461943489.0,,0
,11352000.0,,1861392.0,0
,,,1808387.0,0
29.0,7238000000.0,13687485100.0,4074626.0,0
170.0,8848257693.0,17878420144.0,116250055.0,0
14.0,1751495753.0,3824144801.0,3212112.0,0
,,,,0
2.0,,107138800.0,73867999.0,0
,,,11619301.0,0
,,,229271737.0,0
,,,247237241.0,0
,19276700000.0,,21708.0,0
,71000000000.0,,5136614.0,0
,,,3200.0,0
,20112242700.0,,49521153.0,0
,,,271179647.0,0
,,,1045764.0,0
3.0,183806900.0,518930777.0,1694791.0,0
,40726092185.0,,736388.0,0
,79580930555.0,,3728503.0,0
,10641718585.0,,703885096.0,0
,2450000000.0,,54494163.0,0
,2369555057900.0,,370510884.0,0
37.0,47775154.0,81242662.0,346926.0,0
,83600000000.0,,66606.0,0
,119475362325.0,,,0
2.0,3800000.0,3800000.0,26299268.0,0
,9604719780.0,,4100376.2,0
,,,92335887.0,0
44.0,659771667.0,2643105910.0,0.0,0
41.0,7318329085.0,12595704814.0,,0
,,,26475.0,0
588.0,117169259498.0,176217188457.0,852851775.0,0
,,,42195088.0,0
12.0,62875089882.0,62875089882.0,1373205.0,0
,,,591247878.0,0
,3890000000.0,,654503720.0,0
,458876559582.0,,,0
94.0,2850382432.0,4579305071.0,21025175.0,0
,111920000.0,,4839162.0,0
,106237144060.0,,132527138.0,0
,252999022000.0,,20337728.0,0
72.0,64366336.0,117097100.0,,0
,,,18821575.0,0
,,,,0
44.0,910450060.0,2190192788.0,1464806.0,0
,320000000.0,,143289.0,0
100.0,5753840609.0,10498455944.0,395930148.0,0
,,,3121435.0,0
,25378397304.0,,1017895230.0,0
,,,3225403.0,0
25.0,403577143.0,1122819724.0,8411404.0,0
,413868523000.0,,1722118346.0,0
,3427918250.0,,256295995.0,0
,8228960000.0,,385462653.0,0
26.0,10240000000.0,30174700000.0,121619266.0,0
,424628140884.0,,,0
34.0,1045674520.0,2275910529.0,4769730.0,0
,,,39979256.0,0
29.0,671862730.0,1315161613.0,,0
,,,78500193.0,0
,47050563600.0,,1452220301.0,0
,,,4565169443.0,0
,,,1112849.0,0
36.0,22600000.0,2570865952.0,,0
,,,7780235.0,0
,,,47990.0,0
,,,3022538.0,0
,2019233472880.0,,,0
18.0,2686064560.0,4504460560.0,1428242.0,0
22.0,630928815.0,2007553815.0,3488848.0,0
,4320340000.0,,9298685.0,0
,460800000.0,,20646403.0,0
,,,56144120.0,0
,149760528550.0,,2825888.0,0
,3817176400.0,,44912253.0,0
,,,30833056.0,0
,200000000.0,,14110880.0,0
3.0,1155000000.0,1432500000.0,2727509.0,0
16.0,153000000.0,729000000.0,332417.0,0
67.0,5827440244.0,11403912765.0,60752.0,0
38.0,1858722068.0,3711766776.0,,0
38.0,1460724203.0,2697239469.0,95091929.0,0
22.0,241143145.0,354118145.0,755989.0,0
1.0,12000000.0,12000000.0,1296408.0,0
,698487600.0,,139788917.0,0
,84745080.0,,38239069.0,0
35.0,117108912.0,817108912.0,2844772.0,0
14.0,1151200824.0,2345830736.0,577713.0,0
5.0,5640304.0,252102704.0,,0
6.0,148138600.0,548204600.0,1046956020.0,0
,,,1928887.0,0
,,,740832366.0,0
,1615000000.0,,113459537.0,0
,,,7348752.0,0
,23705000000.0,,8353182.0,0
,87042733074.0,,,0
,,,10182420.0,0
,,,,0
32.0,631525984.0,960040022.0,102841422.0,0
68.0,143643281.0,182655607.0,0.0,0
,23846054610.0,,3164293.0,0
,18188022890.0,,1851509.0,0
16.0,558525471.0,1213286758.0,930796.0,0
,51904000000.0,,,0
,,,202175997.0,0
30.0,1114654553.0,1980085307.0,1117293.0,0
,,,144216.0,0
72.0,2299086844.0,4043209705.0,3088480.0,0
,7928697600.0,,138994305.0,0
,,,10000.0,0
,,,150202132.0,0
77.0,2990027988.0,5553806194.0,,0
,,,21329751.0,0
,30957000000.0,,154707788.0,0
131.0,23989869014.0,27310224619.0,1910915.0,0
,,,1082709.5,0
,,,82845052.0,0
24.0,832444107.0,1433484982.0,7345052.0,0
,,,324854.0,0
,815446692082.0,,976852764.0,0
7.0,76000000.0,585000000.0,10867781.0,0
,24185045328.0,,202029782.0,0
,,,893.0,0
,,,92590.0,0
1.0,100000000.0,100000000.0,144015046.0,0
16.0,159864452.0,315611975.0,24530860.0,0
,,,49135313.0,0
,,,18210291.0,0
,,,27184.0,0
30.0,1136895197.0,3229579213.0,779894.0,0
13.0,3908928613.0,8063461261.0,,0
,2044236982257.0,,2548681707.0,0
4.0,21320000.0,25820000.0,3954769.0,0
,174636000.0,,2539140.0,0
,8857152099.0,,1055002.0,0
,,,16555.0,0
41.0,367928206.0,694787886.0,10362786.0,0
,,,524140.0,0
1.0,200000000.0,200000000.0,199683151.0,0
,1800000000.0,,103642821.0,0
15.0,348877000.0,974753402.0,21480902.0,0
,,,5414430.0,0
42.0,71786825.0,2175757147.0,,0
,,,2422052.0,0
4.0,740000000.0,740000000.0,5379405.0,0
,14378387768055.0,,,0
,1600000000.0,,0.0,0
,,,19809620.0,0
,1635087007.0,,280614.0,0
7.0,22213164870.0,27213164870.0,31917726.7,0
,,,12833949.0,0
,44000000000.0,,10309618.0,0
,1871937000000.0,,51785993.0,0
,14560000000.0,,213248088.0,0
,,,212707.0,0
6.0,8909967539.0,8909967539.0,11473.0,0
,,,30194.0,0
,11671000000.0,,,0
,,,61279.0,0
,599690000.0,,7728208.0,0
,840000000.0,,11126103.0,0
,,,2033545.0,0
96.0,1062448065.0,2109469710.0,,0
,78127885307.0,,,0
,,,1027708.0,0
,5800000.0,,5062976.0,0
,,,43186824.0,0
1.0,1000000.0,1000000.0,3168023.0,0
,,,142013935.0,0
509.0,59113771260.0,98309337888.0,,0
339.0,40765922358.0,87160253222.0,7106140.0,0
73.0,122129454.0,236020730.0,0.0,0
,,,92744986.0,0
,,,3792203.0,0
,6606000000.0,,41842911.0,0
,124700000000.0,,778173700.0,0
,,,151002910.0,0
,,,,0
,,,1035159.0,0
4.0,3537285000.0,3537285000.0,31297.0,0
1.0,20000000.0,20000000.0,1429565.0,0
135.0,2018402591.0,4369012740.0,92626881.6,0
,1485000000.0,,23622314.0,0
88.0,2012700773.0,4163197591.0,19587922.0,0
1.0,,300000000.0,5057782.0,0
14.0,562470805.0,1371798153.0,3594243.0,0
,,,39235504.0,0
4.0,198360030.0,1074703323.0,437436.0,0
120.0,5557073078.0,15635010254.0,489785957.0,0
,,,2355893.0,0
1.0,490000000.0,490000000.0,1242200.0,0
,,,1217636.0,0
,409670426984.0,,34545441.0,0
,25814642800.0,,13422539.0,0
,,,43090764.0,0
69.0,36529138340.0,62715099171.0,20271305.0,0
,366780359266.0,,1780545899.2,0
,,,1833334.0,0
,,,,0
,,,602048.0,0
,173775485730.0,,,0
,,,14076.0,0
,1100000000.0,,2126351.0,0
,4446400000.0,,47181370.0,0
,1813336300440.0,,,0
,3581600000.0,,29599.0,0
,308217504.0,,,0
,23370000000.0,,179607722.0,0
,485750000.0,,31073.0,0
,,,379179237.0,0
11.0,4333254400.0,6843254400.0,623235647.0,0
29.0,3082283434.0,6181407577.0,,0
,,,956336.0,0
,37950000.0,,379747365.0,0
,166000000000.0,,1278670303.0,0
,,,2393705.0,0
,26489014560.0,,127235843.0,0
,,,62508003.0,0
8.0,282872960.0,323110560.0,13444029.0,0
1.0,1000000000.0,1000000000.0,32658118.0,0
,,,14113192.0,0
,12514029333286.0,,,0
,5400000000.0,,78755217.0,0
,,,1125100.0,0
,,,16211057.0,0
,,,1086809.0,0
2.0,24760723.0,24760723.0,454946994.0,0
41.0,6807800591.0,7069309540.0,17353171.0,0
,,,19527886.0,0
,6003000.0,,19077560.0,0
,,,20208302.0,0
,,,3297624.0,0
,810948975000.0,,2443682.0,0
,8587456000.0,,93432239.0,0
,,,82796.0,0
5.0,17016000.0,37131000.0,14994143.0,0
,,,148964112.0,0
1.0,1000000.0,1000000.0,2091470.0,0
,59683662000.0,,361154238.0,0
,350685360892.0,,463832805.0,0
,,,93363.0,0
,49551120000.0,,1213007.0,0
8.0,900616678.0,905984759.0,12832514.0,0
73.0,4966808700.0,11644429140.0,11248098.0,0
13.0,150618000.0,202370000.0,7923536.0,0
,,,268907254.0,1
,1098090000000.0,,279287663.0,0
,,,1284636.0,0
,,,1097722.0,0
,193175264156.0,,6940939.0,0
33.0,25715145.0,44379923.0,,0
1.0,61129.0,61129.0,,0
,245530000000.0,,1555129769.0,0
,6408570000.0,,9630310.0,0
38.0,9500372000.0,24712967000.0,107165383.0,0
,2478357000.0,,58986.0,0
,,,,0
95.0,4810069404.0,9347793550.0,95007124.0,0
28.0,407851300.0,1444125300.0,30199669.0,0
39.0,268753605.0,591175009.0,17014808.0,0
,,,1011107.0,0
,,,2525587.0,0
,,,33950343.0,0
,,,998995853.0,0
,,,39878385.0,0
,1665000000000.0,,12937289997.3,0
4.0,486000000.0,516500000.0,9535080.0,0
,79831210077.0,,84444677.0,0
,3800000000.0,,,0
89.0,1911389342.0,3605337466.0,,0
,29188262224.0,,78333742.0,0
,,,136449494.0,0
,11167000000.0,,91097330.0,0
1.0,,73000000.0,11215702.0,0
,585000000.0,,81449660.0,0
,6461245748098.0,,472412728.0,0
35.0,372099279.0,717617145.0,35385135.0,0
,1000000000.0,,821549901.0,0
,8215240320.0,,3289.0,0
24.0,47970517.0,72536681.0,3854050.0,0
,11087808640.0,,,0
,,,166901452.0,0
198.0,21171829383.0,40833466007.0,662157941.0,0
,,,,0
5.0,326960307.0,363960307.0,13143397.0,0
,,,398813674.0,0
,,,17085809.0,0
25.0,10033093699.0,17043966027.0,119818917.0,0
8.0,7295000000.0,14558000000.0,1160841789.0,0
,,,15312231.0,0
54.0,10909667414.0,23891455496.0,,0
64.0,1192442062.0,2839801616.0,16212636.0,0
8.0,1589696872.0,1596014120.0,9332517.0,0
,,,3666821.0,0
,49590000000.0,,39923215.0,0
19.0,2908846576.0,6271441809.0,,0
22.0,136023700.0,285978700.0,2268977.0,0
,,,82472144.0,0
,4764820180.0,,2403972.0,0
,44034619965.0,,52072689.0,0
,,,1334023.0,0
30.0,7771150251.0,19341203442.0,20529.0,0
,21374755500.0,,1560366714.0,0
,135000000.0,,587768.0,0
25.0,987484811.0,4006518285.0,1605045.0,0
,630000000.0,,824465.0,0
1.0,20000000.0,20000000.0,20000110.0,0
,,,71319.0,0
7.0,16977000.0,20955000.0,266779.0,0
,,,114995.0,0
,,,6737154.0,0
8.0,376209051.0,543062690.0,444860116.0,0
,5427000000.0,,73523064.0,0
,611880613804.0,,,0
,2160000000.0,,36611413.0,0
,39437653601.0,,8697533.0,0
,,,1425374.0,0
,1250000000.0,,,0
34.0,1022240471.0,2101130929.0,43535.0,0
,,,3741671.0,0
37.0,,3750979175.0,,0
,12000000000.0,,253808791.0,0
,3044701639925.0,,507520232.0,0
,7688613509000.0,,3304265096.0,0
,,,2302024.0,0
,225567934200.0,,76459184.0,0
,1479874200000.0,,724969166.0,0
,689118520588.0,,4816782.0,0
,163507524356.0,,244587.0,0
,,,813735591.0,0
106.0,3739853621.0,6698273745.0,,0
53.0,5139749036.0,17284564443.0,54401.0,0
,,,16247050.0,0
10.0,380771259.0,460771259.0,58041445.0,0
,990000000.0,,1026214.0,0
1.0,110580.0,110580.0,,0
,,,2068619.0,0
,7535678876.0,,636419.0,0
,,,95175.0,0
,45879294000.0,,89035277.0,0
2.0,,370000000.0,36319276.0,0
,6034560000.0,,24377575.0,0
8.0,1702363743.0,9012363743.0,1134742.3,0
23.0,667844283.0,926916614.0,22521.0,0
2.0,,17000000.0,1702152.0,0
,,,98554037.0,0
,2560000000.0,,,0
60.0,2777344512.0,4544126342.0,63494.0,0
,4616746.0,,2800222.0,0
,,,1782196.0,0
,441383600000.0,,16748143033.0,0
,4769200748.0,,257499.0,0
,95200000000.0,,1533667432.0,0
1.0,104900.0,104900.0,,0
,,,104226.0,0
,,,15965.0,0
,,,16088.0,0
30.0,3873905000.0,6205895623.0,,0
30.0,684000000.0,2121497333.0,2910566.0,0
,,,1011543.0,0
20.0,4080000000.0,7690000000.0,171542248.0,0
,568000000.0,,14789037.0,0
,647977701020.0,,156908527.0,0
,,,4601294.0,0
7.0,57000000.0,156000000.0,11535482.0,0
,35450283380.0,,,0
,,,,0
,40000000.0,,511953.0,0
14.0,109104465.0,4336578839.0,0.0,0
23.0,17022000.0,3328383469.0,6063961.5,0
,512940179297.0,,,0
,29263188.0,,31249166.0,0
,28583100000.0,,2245300.0,0
,,,77429.0,0
,,,,0
1.0,1105957.0,1105957.0,,0
,2877801788.0,,34048048.0,0
,,,4238534.0,0
,,,3077512.0,0
,,,183925031.0,0
21.0,505203057.0,2019715331.0,,0
175.0,50596322904.0,96189096839.0,478768502.0,0
,333881068080.0,,49430304.0,0
,90686001500.0,,153954746.0,0
,6160000000.0,,15488132.0,0
89.0,39039698614.0,111270370967.0,16810545.0,0
37.0,615541000.0,983904480.0,51945282.0,0
2.0,34724608.0,34724608.0,2378502.0,0
,,,,0
,2450000000.0,,128205274.0,0
,21510604700.0,,137456153.0,0
,684289701000.0,,25396794.2,0
68.0,17009488516.0,36726885868.0,1164196.0,0
34.0,9756643733.0,10857360871.0,8292.0,0
,5163705162821.0,,,0
,6048000000.0,,840342.0,0
,7971324812.0,,181844132.0,0
,16451592892.0,,,0
,,,159114310.0,0
,,,,0
,14880000000.0,,50092089.0,0
,,,3000000.0,0
,20752935000.0,,54433987.0,0
185.0,2417207475.0,7033030012.0,724446386.0,0
,,,8263605.0,0
31.0,1686328000.0,2951952000.0,9372806.0,0
12.0,88762967.0,104014605.0,1108140.0,0
86.0,2869900000.0,5048100000.0,,0
,,,258003.0,0
,7119552624.0,,6640944.0,0
16.0,229344565.0,309358346.0,242902.0,0
24.0,20132802.0,34675784.0,,0
,,,140718685.0,0
,56757026832.0,,12845692.0,0
437.0,299519646419.0,498793870713.0,26584084.0,0
8.0,7580000000.0,11778000000.0,477162964.0,0
,26541690064524.0,,5069730736.0,0
,,,220146817.0,0
,,,1248669.0,0
,836243507178.0,,666922560.0,0
,2246030786.0,,1238454788.0,0
18.0,1496950000.0,2699293082.0,4237581.0,0
59.0,3678972635.0,18974755813.0,623590199.0,0
74.0,3629329819.0,10447022311.0,75388973.0,0
,,,50000.0,0
,36994000000.0,,395945.0,0
,,,1091917.0,0
,1992000000.0,,1677669.0,0
3.0,,74501600.0,27824789.0,0
,2116545396912.0,,284713307.9,0
3.0,21000000.0,461990446.0,4037713.0,0
,1302760320.0,,173521930.0,0
,,,16517.0,0
,65109120000.0,,948908013.0,0
22.0,83225786.0,2165892716.0,139692.0,0
,74505882031.0,,105433325.0,0
,,,236603.0,0
,1315483684286.0,,834822868.0,0
,35000000000.0,,714662.0,0
,684432259682.0,,,0
,,,122074092.0,0
,,,10167.0,0
,70570035234.0,,,0
,80292956208.0,,,0
,,,43913471.0,0
,,,8545236.0,0
,26119329890.0,,712976831.0,0
68.0,10454510461.0,15234269075.0,6085062.0,0
13.0,19235516364.0,26235516364.0,2274937.0,1
,7719000000.0,,196587.0,0
,1057289792.0,,,0
,,,24645318.0,0
83.0,27173195343.0,42930433286.0,12569845.0,0
,,,16967.0,0
,134005752000.0,,14550033.0,0
,8173000000.0,,514665.0,0
,,,17153719.0,0
,,,2000.0,0
2.0,1210000000.0,1210000000.0,3363795.0,0
64.0,79394361334.0,85748187984.0,802384779.0,0
14.0,33100801.0,87673582.0,35019.0,0
,,,7483.0,0
,107601588735.0,,155957285.0,0
327.0,73964109044.0,179901298785.0,314177628.0,0
,197389895525.0,,2896531762.0,0
443.0,22718994992.0,43033117529.0,,0
52.0,819950795.0,2345993903.0,99493.0,0
,317166080000.0,,,0
,,,1016072.0,0
,,,87036251.0,0
,,,5397.0,0
,,,69440.0,0
38.0,15465551117.0,35895250461.0,0.0,0
,,,,0
73.0,1651992845.0,8352391339.0,5045697.0,0
,72198000000.0,,81518259.0,0
,9864000000.0,,306899112.0,0
,,,16528148.0,0
,,,283379.0,0
,,,38198424.0,0
,130858251272807.0,,17713654700.0,0
,2042969955858.0,,13983557.0,0
,,,12263050.0,0
9.0,574464000.0,1484000001.0,835026.0,0
,,,4976729.0,0
75.0,3323614313.0,6315210765.0,166523601.0,0
,15540000000.0,,3979312.0,0
,,,2259966.0,0
1.0,9936000.0,9936000.0,1592627.0,0
,5826384000.0,,2384978.0,0
,62800000000.0,,373808927.0,0
,,,9995550.0,0
,35904000.0,,90999515.0,0
,,,3352446.0,0
,582400000.0,,299242520.0,0
13.0,,1320133611.0,5697936.0,0
,168380571.0,,1847414.0,0
15.0,16000000000.0,31200000000.0,440805493.0,0
,,,24857572.0,0
1.0,,600000.0,28686.0,0
64.0,154401500.0,279231000.0,3005960.0,0
1.0,131000000.0,131000000.0,66896630.0,0
4.0,69973200.0,104217120.0,20400326.0,0
1.0,92000000.0,92000000.0,876460.0,0
,,,2053414.0,0
